timeindex,AT-electricity,BE-electricity,CH-electricity,CZ-electricity,DE-electricity,DK-electricity,FR-electricity,IT-electricity,NL-electricity,NO-electricity,PL-electricity,SE-electricity
2030-01-02 02:00:00,3894.1486227630003,1864.583613973,4558.42658018,3118.77869681,-21662.59284522,330.27754509999977,-13789.473684199998,7774.49474883,1821.3801692859997,7495.0,1368.421052632,465.5263157899999
2030-01-02 03:00:00,4266.232093418001,2189.795187809,4392.02553049,1921.94673718,-17874.49818451,-407.9191759500004,-13789.473684199998,7288.588967351,2218.089011878,7495.0,-631.578947368,465.5263157899999
2030-01-02 04:00:00,5124.610881078,2665.006070132,4479.456621269001,423.836629473,-19076.739178908,-972.5298361100004,-13789.473684199998,8319.97510234,2913.9446874309997,4628.923466693,-631.578947368,3482.448982429
2030-01-02 05:00:00,6181.51901777,3458.960389479,4471.79927017,1371.21672575,-24028.187243618,-1321.937104907,-10757.415392859999,8951.71977981,4395.828723594,3673.9627125859997,-631.578947368,1915.0
2030-01-02 06:00:00,6030.56973169,3800.0,4190.814851839999,2081.13408973,-21093.614374774002,-668.0967573554,-7684.21052631,5480.295988652,6400.0,-736.842105263,1304.524468395,-703.9424714812
2030-01-02 07:00:00,4156.31448804,3800.0,0.0,797.803369032,-10215.650375863,80.58461143900001,-4456.78918948,1433.94973,6400.0,2958.157894737,600.0,-6765.712333374
2030-01-02 08:00:00,1700.0,3800.0,-1789.47368421,2600.0,-2801.657304843,592.780274217,-7684.21052631,4500.0,1710.824439602,2958.157894737,600.0,-7304.865662618
2030-01-02 09:00:00,0.0,3800.0,0.0,2600.0,-1397.5712984170004,1087.290914067,-7684.21052631,4500.0,1706.942733497,-2210.526315793,600.0,-3935.9294940379996
2030-01-02 10:00:00,753.345245279,2800.0,0.0,1074.52188424,-5872.228557401,1048.580473467,-7684.21052631,4500.0,6400.0,2958.157894737,600.0,-7784.655346038
2030-01-02 11:00:00,1700.0,3800.0,-1789.47368421,2600.0,-1074.47368421,667.8007078669999,-7684.21052631,4500.0,1400.0,1484.4736842070001,600.0,-7383.834540138
2030-01-02 12:00:00,1700.0,3800.0,-1789.47368421,2600.0,-2474.47368421,728.975474407,-7684.21052631,4500.0,1400.0,-736.842105263,600.0,-3558.755347028
2030-01-02 13:00:00,0.0,3697.9153310350002,0.0,2600.0,-2163.7211111854003,878.2114123770001,-7684.21052631,4500.0,1400.0,2677.500801901,660.1627508788999,-7605.319492258
2030-01-02 14:00:00,0.0,3800.0,0.0,2600.0,-1806.3388631870002,638.353049037,-7684.21052631,4500.0,1400.0,-2210.526315793,1295.2719200279998,-3463.3633203179998
2030-01-02 15:00:00,0.0,3800.0,0.0,2600.0,-4579.7368421,812.7806683969999,-7684.21052631,4500.0,1400.0,-736.842105263,2600.0,-3646.971340698
2030-01-02 16:00:00,1700.0,3800.0,-1789.47368421,2600.0,-9842.89473684,1402.8883725269998,-7684.21052631,4500.0,6400.0,2010.1002415869998,2600.0,-7159.655604888
2030-01-02 17:00:00,1700.0,3800.0,-1789.47368421,2600.0,-8442.89473684,1070.6144268469998,-7684.21052631,4500.0,6400.0,1152.799054867,2600.0,-7458.717792398
2030-01-02 18:00:00,0.0,3800.0,0.0,2600.0,-5806.522222850001,391.682386437,-7684.21052631,4500.0,4176.1536216,1484.4736842070001,2319.29249011,-7093.183675478
2030-01-02 19:00:00,2436.32032262,3800.0,0.0,2600.0,-11372.17506631,-435.653229913,-7684.21052631,4500.0,6400.0,2958.157894737,1616.49599038,-6222.304079318999
2030-01-02 20:00:00,5246.71105122,3434.629209138,0.0,2355.581666134,-14983.902800393002,-994.59223367,-6875.27103577,4500.0,5975.661341939,2958.157894737,2708.570212201,-5905.263157898
2030-01-02 21:00:00,5043.0785934,2695.6936901,2742.84236605,1703.82363101,-16845.67409005,-1409.996174082,-6521.78283168,4500.0,4913.64579509,3597.6542601149995,2600.0,-4521.052631578
2030-01-02 22:00:00,3986.81683542,3486.88744825,-715.7894736799999,1242.87363394,-21780.50592667,-1954.782874263,-1761.1661754699999,10500.0,3782.22373869,4115.201625287,2190.76478837,-5301.828872229999
2030-01-02 23:00:00,4258.60181938,2825.81347335,5234.484388389999,983.69261459,-22776.743325811996,-2519.379389867,-5155.314945244,8747.23983103,2543.953983114,3100.0,778.474188752,0.0
2030-01-03 00:00:00,3297.38079484,2141.41624642,5241.18384032,1077.93888908,-20959.847328108997,-2933.5966297200002,-5800.10147321,8256.1015054,1620.449396077,7495.0,-135.541775185,-1358.792199554
2030-01-03 01:00:00,2603.6584823900002,1474.06460102,5119.61445474,919.721566981,-14665.853990201998,-3232.68749081,-8274.629983425999,7094.693081518,963.9609950969999,4539.874592739,-613.951624237,2490.491798517
2030-01-03 02:00:00,2517.5166310080003,864.7176087800001,5118.89106255,805.682808349,-9672.120138095,-3485.7869064060005,-12486.08574581,6476.654837721,578.995047947,7495.0,-631.578947368,465.5263157899999
