timeindex;AT-electricity-reservoir-profile;BE-electricity-reservoir-profile;CH-electricity-reservoir-profile;CZ-electricity-reservoir-profile;DE-electricity-reservoir-profile;FR-electricity-reservoir-profile;NO-electricity-reservoir-profile;PL-electricity-reservoir-profile;SE-electricity-reservoir-profile
2030-04-04T08:00:00Z;3907.491712632961;31.288818748103616;14775.529308333676;217.07103116139214;246.55302843137756;4578.407659786211;16537.566786001295;88.57150091373329;5263.690517142875
2030-04-04T09:00:00Z;3911.591371026949;31.24296299158837;14794.307039940173;216.74864080112036;246.09046218701664;4577.63332307403;16490.17018444275;88.47575949520103;5252.771738126954
2030-04-04T10:00:00Z;3915.9131242348267;31.197278339389047;14812.868876627455;216.4273919898009;245.6318683199433;4577.036833102552;16442.96561335895;88.3804159322011;5241.881188652878
2030-04-04T11:00:00Z;3920.4574103186665;31.151759141112812;14831.249298371853;216.1073104147428;245.17735086546645;4576.615094912888;16395.957733518884;88.28546635998495;5231.0195916010925
2030-04-04T12:00:00Z;3925.224667340544;31.10639974636683;14849.482785149692;215.78842176325514;244.72701385889494;4576.365013546151;16349.151205691553;88.1909069138042;5220.187669852043
2030-04-04T13:00:00Z;3930.2153333625347;31.061194504758248;14867.603816937304;215.47075172264692;244.28096133553777;4576.283494043454;16302.550690645938;88.09673372891037;5209.386146286175
2030-04-04T14:00:00Z;3935.4298464467124;31.016137765894243;14885.64687371102;215.1543259802272;243.8392973307037;4576.367441445911;16256.160849151034;88.00294294055499;5198.615743783933
2030-04-04T15:00:00Z;3940.868644655152;30.97122387938197;14903.646435447161;214.83917022330502;243.40212587970169;4576.613760794633;16209.986341975828;87.90953068398959;5187.877185225763
2030-04-04T16:00:00Z;3946.532166049925;30.926447194828576;14921.63698212205;214.52531013918926;242.96955101784047;4577.01935713073;16164.03182988931;87.81649309446568;5177.171193492109
2030-04-04T17:00:00Z;3952.420848693111;30.881802061841245;14939.65299371203;214.21277141518922;242.54167678042919;4577.581135495318;16118.301973660482;87.72382630723484;5166.498491463418
2030-04-04T18:00:00Z;3958.535130646781;30.83728283002713;14957.728950193425;213.90157973861375;242.11860720277656;4578.296000929509;16072.801434058327;87.63152645754862;5155.859802020133
2030-04-04T19:00:00Z;3964.875449973009;30.79288384899337;14975.89933154255;213.5917607967719;241.7004463201914;4579.160858474415;16027.534871851827;87.53958968065848;5145.255848042701
2030-04-04T20:00:00Z;3971.442244733872;30.748599468347155;14994.198617735747;213.2833402769727;241.28729816798278;4580.1726131711475;15982.506947809989;87.44801211181598;5134.687352411567
2030-04-04T21:00:00Z;3978.235952991443;30.704424037695627;15012.66128874934;212.97634386652533;240.87926678145942;4581.328170060821;15937.722322701795;87.35678988627272;5124.155038007175
2030-04-04T22:00:00Z;3985.257012807796;30.66035190664596;15031.321824559653;212.6707972527386;240.47645619593027;4582.624434184546;15893.185657296233;87.26591913928017;5113.659627709971
