timeindex;AT-onshore-profile;AT-pv-profile;BE-offshore-profile;BE-onshore-profile;BE-pv-profile;CH-onshore-profile;CH-pv-profile;CZ-onshore-profile;CZ-pv-profile;DE-coal-chp-profile;DE-gas-chp-profile;DE-lignite-chp-profile;DE-offshore-profile;DE-oil-chp-profile;DE-onshore-profile;DE-other-non-res-chp-profile;DE-pv-profile;DE-waste-chp-profile;DK-offshore-profile;DK-onshore-profile;DK-pv-profile;FR-onshore-profile;FR-pv-profile;IT-onshore-profile;IT-pv-profile;NL-offshore-profile;NL-onshore-profile;NL-pv-profile;NO-offshore-profile;NO-onshore-profile;NO-pv-profile;PL-onshore-profile;PL-pv-profile;SE-offshore-profile;SE-onshore-profile;SE-pv-profile
2030-01-02T15:00:00Z;0.28989499999999996;0.0;0.6691060000000001;0.438406;0.002;0.258353;0.0;0.410095;0.0;0.64245693;0.64245693;0.64245693;0.579577;0.64245693;0.276434;0.64245693;0.0;0.64245693;0.6828960000000001;0.458262;0.0;0.37943499999999997;0.018000000000000002;0.190307;0.009000000000000001;0.607197;0.436396;0.001;0.580404;0.409959;0.0;0.250921;0.0;0.665065;0.513995;0.0
2030-01-02T16:00:00Z;0.230634;0.0;0.7050850000000001;0.440204;0.0;0.256348;0.0;0.384246;0.0;0.66594223;0.66594223;0.66594223;0.589422;0.66594223;0.286369;0.66594223;0.0;0.66594223;0.686293;0.46217299999999994;0.0;0.374735;0.0;0.21463200000000002;0.0;0.640363;0.42825100000000005;0.0;0.60816;0.418691;0.0;0.256815;0.0;0.607264;0.519501;0.0
2030-01-02T17:00:00Z;0.131386;0.0;0.722896;0.44804499999999997;0.0;0.247673;0.0;0.37300700000000003;0.0;0.70396514;0.70396514;0.70396514;0.615577;0.70396514;0.297198;0.70396514;0.0;0.70396514;0.681465;0.46693100000000004;0.0;0.362035;0.0;0.233069;0.0;0.6683479999999999;0.423059;0.0;0.659679;0.436017;0.0;0.268194;0.0;0.586287;0.527054;0.0
2030-01-02T18:00:00Z;0.058163;0.0;0.725438;0.45486400000000005;0.0;0.262858;0.0;0.33928400000000003;0.0;0.73483528;0.73483528;0.73483528;0.6395310000000001;0.73483528;0.317378;0.73483528;0.0;0.73483528;0.680673;0.479179;0.0;0.360019;0.0;0.24562399999999998;0.0;0.67873;0.436054;0.0;0.686045;0.462923;0.0;0.27569099999999996;0.0;0.587432;0.5266270000000001;0.0
2030-01-02T19:00:00Z;0.08054299999999999;0.0;0.7372029999999999;0.46706000000000003;0.0;0.29472800000000005;0.0;0.309718;0.0;0.70862057;0.70862057;0.70862057;0.647674;0.70862057;0.32106;0.70862057;0.0;0.70862057;0.682405;0.5013880000000001;0.0;0.372181;0.0;0.257233;0.0;0.688207;0.44057700000000005;0.0;0.701381;0.48636999999999997;0.0;0.28630300000000003;0.0;0.659838;0.5394979999999999;0.0
2030-01-02T20:00:00Z;0.11018399999999999;0.0;0.73735;0.476785;0.0;0.300566;0.0;0.285821;0.0;0.66091236;0.66091236;0.66091236;0.647053;0.66091236;0.32859499999999997;0.66091236;0.0;0.66091236;0.672872;0.50997;0.0;0.37645700000000004;0.0;0.264936;0.0;0.6903779999999999;0.44175699999999996;0.0;0.7273609999999999;0.507312;0.0;0.298129;0.0;0.714414;0.5535899999999999;0.0
2030-01-02T21:00:00Z;0.137648;0.0;0.7496659999999999;0.486358;0.0;0.306879;0.0;0.266036;0.0;0.5662508;0.5662508;0.5662508;0.665362;0.5662508;0.32814299999999996;0.5662508;0.0;0.5662508;0.6797300000000001;0.50167;0.0;0.363066;0.0;0.270212;0.0;0.699986;0.44312700000000005;0.0;0.757019;0.514682;0.0;0.29169;0.0;0.732611;0.5487770000000001;0.0
2030-01-02T22:00:00Z;0.193287;0.0;0.761339;0.507266;0.0;0.295503;0.0;0.231073;0.0;0.40639574;0.40639574;0.40639574;0.6777270000000001;0.40639574;0.327072;0.40639574;0.0;0.40639574;0.692565;0.500989;0.0;0.376121;0.0;0.266561;0.0;0.709263;0.44736899999999996;0.0;0.765359;0.516203;0.0;0.27656;0.0;0.777071;0.531717;0.0
2030-01-02T23:00:00Z;0.29215100000000005;0.0;0.765541;0.527671;0.0;0.280175;0.0;0.23269600000000001;0.0;0.39009564;0.39009564;0.39009564;0.699216;0.39009564;0.33032;0.39009564;0.0;0.39009564;0.720974;0.518279;0.0;0.365089;0.0;0.26557;0.0;0.719148;0.448654;0.0;0.7928810000000001;0.526385;0.0;0.27124499999999996;0.0;0.77395;0.513814;0.0
2030-01-03T00:00:00Z;0.42780799999999997;0.0;0.769274;0.543823;0.0;0.244155;0.0;0.22957399999999997;0.0;0.38086643;0.38086643;0.38086643;0.697358;0.38086643;0.327863;0.38086643;0.0;0.38086643;0.74212;0.539411;0.0;0.370327;0.0;0.263137;0.0;0.720083;0.461149;0.0;0.8351540000000001;0.538457;0.0;0.26859299999999997;0.0;0.7753760000000001;0.504142;0.0
